time,seconds_elapsed,z,y,x
1695200956453258200,0.15525830078125,0.06864356994628906,1.7141704559326172,-3.7621705532073975
1695200956463244300,0.165244384765625,-0.04311847686767578,1.4076850414276123,-3.1844797134399414
1695200956473237800,0.17523779296875,0.6773157119750977,1.6809587478637695,-3.066542863845825
1695200956483232800,0.185232666015625,0.5617580413818359,1.5582258701324463,-2.0126147270202637
1695200956493229000,0.19522900390625,0.4703073501586914,1.236009120941162,-1.4681715965270996
1695200956503225600,0.2052255859375,-0.04598808288574219,0.6346101760864258,-0.8290700912475586
1695200956513222400,0.215222412109375,-0.6283226013183594,0.12341165542602539,-0.6106327176094055
1695200956523219700,0.2252197265625,-1.9328899383544922,0.598109245300293,-3.0014638900756836
1695200956533217300,0.23521728515625,-1.727245807647705,0.987891674041748,-5.179477691650391
1695200956543214800,0.24521484375,-3.1613430976867676,0.950042724609375,-5.587253093719482
1695200956553212400,0.25521240234375,-2.281036376953125,0.6636672019958496,-3.800222396850586
1695200956563210500,0.26521044921875,-1.9012775421142578,0.07775616645812988,-1.8190962076187134
1695200956573208600,0.27520849609375,-1.7210278511047363,-0.19014883041381836,-0.6872791647911072
1695200956583207000,0.28520703125,-1.0975594520568848,-0.028988361358642578,-0.3988129794597626
1695200956593205200,0.295205322265625,-0.4071693420410156,0.286083459854126,-0.4012508690357208
1695200956603203600,0.30520361328125,0.1916656494140625,0.663794755935669,-0.602270781993866
1695200956613202200,0.3152021484375,0.3547487258911133,0.675360918045044,-0.7682411670684814
1695200956623200500,0.325200439453125,0.24282455444335938,0.38800597190856934,-1.0208441019058228
1695200956633198800,0.33519873046875,-0.41814613342285156,-0.0718836784362793,-1.3393809795379639
1695200956643197200,0.345197265625,-0.5559968948364258,-0.22179269790649414,-1.789416790008545
1695200956653195800,0.35519580078125,-1.3365249633789062,0.034363746643066406,-2.463271379470825
1695200956663194000,0.365194091796875,-2.1716623306274414,-0.7914268970489502,-1.9480128288269043
1695200956673192700,0.375192626953125,-2.5775084495544434,-0.3917686939239502,-1.8930113315582275
1695200956683191000,0.38519091796875,-2.2222962379455566,0.0944375991821289,-1.8253670930862427
1695200956693189600,0.395189697265625,-1.8218088150024414,0.2311689853668213,-1.3421647548675537
1695200956703188000,0.40518798828125,-1.247408390045166,0.31388425827026367,-1.0147576332092285
1695200956713186600,0.4151865234375,-0.6426143646240234,0.30721497535705566,-0.971860408782959
1695200956723185000,0.425184814453125,-0.6607017517089844,0.3608894348144531,-0.9986444711685181
1695200956733183500,0.43518359375,0.05649375915527344,0.0827798843383789,-1.6599555015563965
1695200956743182000,0.44518212890625,0.03630542755126953,-0.03297853469848633,-2.20062255859375
1695200956753180700,0.4551806640625,0.03158092498779297,-0.013061285018920898,-2.2335472106933594
1695200956763179500,0.465179443359375,-0.16584110260009766,-0.060858726501464844,-2.657398223876953
1695200956773178400,0.475178466796875,-0.6646337509155273,0.008755683898925781,-2.9179086685180664
1695200956783177200,0.48517724609375,-0.1384868621826172,-0.149702787399292,-1.6960954666137695
1695200956793176000,0.495176025390625,0.2369832992553711,0.16319656372070312,-1.2774741649627686
1695200956803175200,0.505175048828125,0.24622440338134766,0.15806102752685547,-1.3527657985687256
1695200956813174000,0.515174072265625,0.21732234954833984,0.13866710662841797,-1.3212553262710571
1695200956823172900,0.5251728515625,0.050665855407714844,0.06435775756835938,-1.6050148010253906
1695200956833171700,0.535171630859375,0.0031280517578125,-0.03726649284362793,-1.8933595418930054
1695200956843170600,0.545170654296875,0.20054340362548828,-0.06003308296203613,-2.2912118434906006
1695200956853169400,0.55516943359375,0.7312765121459961,-0.10075020790100098,-2.3006999492645264
1695200956863168300,0.565168212890625,0.7202796936035156,-0.09701347351074219,-1.834155559539795
1695200956873166800,0.575166748046875,0.5172224044799805,-0.03790712356567383,-1.5146067142486572
1695200956883165700,0.585165771484375,0.22516155242919922,-0.12554264068603516,-1.4254571199417114
1695200956893164300,0.595164306640625,0.21590614318847656,-0.09110617637634277,-1.4422589540481567
1695200956903163100,0.6051630859375,0.021236419677734375,-0.38962602615356445,-1.684701681137085
1695200956913161700,0.61516162109375,-0.12686824798583984,-0.47086000442504883,-2.0983340740203857
1695200956923160600,0.62516064453125,-0.14806365966796875,-0.42412734031677246,-2.054783582687378
1695200956933159200,0.6351591796875,-0.5075778961181641,-0.2781836986541748,-2.7357189655303955
1695200956943157800,0.64515771484375,-0.2772865295410156,-0.16266131401062012,-2.655514717102051
1695200956953156600,0.655156494140625,0.13002777099609375,-0.13193273544311523,-2.1715705394744873
1695200956963155200,0.6651552734375,0.029311180114746094,0.02988743782043457,-1.7674710750579834
1695200956973154000,0.675154052734375,0.021101951599121094,0.07198929786682129,-1.8003953695297241
1695200956983153000,0.68515283203125,-0.9533195495605469,-0.369767427444458,-1.664327621459961
1695200956993151700,0.69515185546875,-1.6874866485595703,-0.6912778615951538,-1.7051324844360352
1695200957003150300,0.705150390625,-1.6876506805419922,-0.6718286275863647,-1.74327552318573
1695200957013149200,0.715149169921875,-1.7496719360351562,-0.5807645320892334,-2.1345698833465576
1695200957023148000,0.72514794921875,-1.529848575592041,-0.5736680030822754,-2.3305304050445557
1695200957033146600,0.735146728515625,-1.2516984939575195,-0.6227761507034302,-2.3051955699920654
1695200957043145500,0.7451455078125,-0.8197174072265625,-0.7231185436248779,-2.1250412464141846
1695200957053144000,0.75514404296875,-0.2865934371948242,-0.9656705856323242,-1.389255404472351
1695200957063143000,0.765142822265625,0.004471778869628906,-0.9752482175827026,-0.550369918346405
